,card_number,match_api_id,card_type,comment,elapsed,event_incident_typefk,card_id,n,player1,sortorder,stats,subtype,team,type,elapsed_plus,del,goal_type
39811,1,1786339,y,y,32,70,4416615,186,172644,1,,,8686,card,,,
39812,2,1786339,y,y,33,70,4416658,199,30682,5,,,8686,card,,,
39813,3,1786339,y,y,42,643,4416873,263,103266,4,,advantage,8686,card,,,
39814,4,1786339,y,y,56,70,4417367,347,32769,2,,,7943,card,,,
39815,5,1786339,y,y,57,79,4417411,359,166595,1,,verbal_abuse,7943,card,,,
39816,6,1786339,y,y,69,70,4417689,431,199833,2,,,7943,card,,,
39817,1,1786340,y,y,49,70,4417253,202,434778,1,,,8540,card,,,
39818,2,1786340,y,y,55,70,4417401,236,130113,4,,,8540,card,,,
39819,3,1786340,y,y,75,70,4417853,335,41432,0,,,9804,card,,,
39820,4,1786340,y,y,76,70,4417896,346,315460,3,,,9804,card,,,
39821,5,1786340,y,y,89,70,4418222,464,33640,6,,,9804,card,,,
39822,1,1786341,y,y,68,203,4436367,367,147951,1,,emergency_brake,8535,card,,,
39823,2,1786341,y,y,69,70,4436385,370,41536,1,,,9880,card,,,
39824,1,1786342,y,y,25,77,4435212,105,239350,1,,shirt_pull,8533,card,,,
39825,2,1786342,y,y,36,73,4435471,176,49970,2,,serious_fouls,8636,card,,,
39826,3,1786342,y,y,63,77,4436258,363,32118,1,,shirt_pull,8636,card,,,
39827,4,1786342,y,y,86,73,4436626,502,176300,1,,serious_fouls,8636,card,,,
39828,1,1786343,y,y,59,70,4446677,272,150670,1,,,9804,card,,,
39829,2,1786343,y,y,65,70,4446706,300,282731,3,,,8534,card,,,
39830,3,1786343,y,y,66,70,4446710,307,57067,2,,,9804,card,,,
39831,4,1786343,y,y,90,505,4446825,400,267911,6,,Unsportsmanlike Cond,9804,card,2,,
39832,1,1786344,y,y,32,70,4433806,128,52243,2,,,10233,card,,,
39833,2,1786344,y,y,52,73,4434031,216,161683,1,,serious_fouls,8686,card,,,
39834,3,1786344,y,y,56,73,4434061,242,429988,1,,serious_fouls,10233,card,,,
39835,4,1786344,y,y,62,70,4434103,263,301023,0,,,10233,card,,,
39836,5,1786344,y,y,65,163,4434121,281,71500,2,,diving,8686,card,,,
39837,6,1786344,y,y,90,70,4434383,370,30682,2,,,8686,card,4,,
39838,1,1786345,y,y,44,70,4429709,232,163919,1,,,9882,card,,,
39839,2,1786345,y,y,62,70,4430154,309,244966,1,,,9885,card,,,
39840,3,1786345,y,y,84,70,4430397,401,25587,1,,,9882,card,,,
39841,4,1786345,y,y,87,643,4430453,422,181995,0,,advantage,9882,card,,,
39842,5,1786345,y,y,89,70,4430491,429,362195,4,,,9882,card,,,
39843,1,1786346,y,y,32,70,4435364,167,41879,2,,,8524,card,,,
39844,2,1786346,y,y,34,79,4435459,584,230190,0,,verbal_abuse,8543,card,,,
39845,3,1786346,y,y,37,70,4435505,209,362120,2,,,8543,card,,,
39846,4,1786346,y,y,45,70,4435694,264,40001,6,,,8543,card,,,
39847,5,1786346,y,y,73,70,4436392,435,30983,3,,,8543,card,,,
39848,6,1786346,y,y,80,70,4436509,479,281999,5,,,8543,card,,,
39849,7,1786346,y,y,86,79,4436651,540,212630,4,,verbal_abuse,8524,card,,,
39850,8,1786346,y,y,90,70,4436761,571,128036,15,,,8543,card,6,,
39851,1,1786347,r,r,2,270,4439533,7,288613,1,,,8564,card,,,
39852,2,1786347,y,y,65,70,4439998,239,34029,2,,,9875,card,,,
39853,3,1786347,y,y,71,508,4440047,274,41658,0,,Removing Shirt,9875,card,,,
39854,1,1786348,y,y,29,73,4431734,109,41874,0,,serious_fouls,8540,card,,,
39855,2,1786348,y,y,35,73,4431850,148,42434,2,,serious_fouls,8540,card,,,
39856,3,1786348,y,y,53,73,4432394,220,42651,1,,serious_fouls,8540,card,,,
39857,4,1786348,y,y,54,73,4432398,224,161662,1,,serious_fouls,7943,card,,,
39858,5,1786348,,y,71,73,4432471,370,,0,,serious_fouls,,card,,1,
39859,6,1786348,y,y,90,73,4432569,362,39376,12,,serious_fouls,7943,card,3,,
39860,1,1786349,y,y,35,70,4442587,149,195998,2,,,8529,card,,,
39861,2,1786349,y,y,40,70,4442621,168,150389,1,,,10167,card,,,
39862,3,1786349,y,y,37,70,4442678,197,27672,1,,,8529,card,,,
39863,4,1786349,y,y,86,70,4443007,380,541820,2,,,8529,card,,,
39864,1,1786350,y,y,30,70,4435318,172,401343,1,,,8600,card,,,
39865,2,1786350,y,y,34,70,4435412,191,41329,1,,,9876,card,,,
39866,3,1786350,y,y,51,70,4435999,312,188652,1,,,8600,card,,,
39867,4,1786350,y,y,54,70,4436044,315,195190,1,,,8600,card,,,
39868,5,1786350,r,r,61,63,4436172,568,238838,2,,serious_fouls,9876,card,,,
39869,6,1786350,y,y,66,70,4436276,401,306296,3,,,8600,card,,,
39870,7,1786350,,y,90,73,4436687,571,,4,,serious_fouls,,card,1,1,
39871,8,1786350,r,r,90,63,4436755,569,30740,4,,serious_fouls,9876,card,1,,
39872,1,1786351,y,y,20,70,4461600,93,118616,1,,,8540,card,,,
39873,2,1786351,y,y,25,643,4461680,126,244811,0,,advantage,8524,card,,,
39874,3,1786351,y,y,36,70,4461946,180,27660,1,,,8524,card,,,
39875,4,1786351,r,r,56,270,4462605,325,42478,2,,,8524,card,,,
39876,1,1786352,y,y,32,70,4456317,121,210704,1,,,8529,card,,,
39877,2,1786352,y,y,57,70,4456848,232,41890,1,,,9885,card,,,
39878,3,1786352,y,y,50,70,4470334,407,203739,4,,,8529,card,,,
39879,1,1786353,y,y,23,70,4464488,89,141699,3,,,8535,card,,,
39880,2,1786353,y,y,33,70,4464670,132,39719,1,,,8535,card,,,
39881,3,1786353,y,y,83,70,4465784,415,104434,1,,,8534,card,,,
39882,1,1786354,y,y,3,505,4460110,14,39487,1,,Unsportsmanlike Cond,8533,card,,,
39883,2,1786354,y,y,3,505,4460111,15,40601,2,,Unsportsmanlike Cond,9876,card,,,
39884,3,1786354,y,y,5,73,4460124,26,41332,3,,serious_fouls,9876,card,,,
39885,4,1786354,y,y,19,73,4460194,94,182765,1,,serious_fouls,8533,card,,,
39886,5,1786354,y,y,21,73,4460203,109,30709,1,,serious_fouls,9876,card,,,
39887,6,1786354,y,y,28,73,4460240,172,42491,2,,serious_fouls,9876,card,,,
39888,7,1786354,y,y,76,73,4460647,444,110378,2,,serious_fouls,9876,card,,,
39889,8,1786354,y,y,85,73,4460742,486,26223,2,,serious_fouls,8533,card,,,
39890,1,1786355,y,y,12,70,4466398,41,130155,1,,,8636,card,,,
39891,2,1786355,r,r,24,270,4466453,88,128036,2,,,8543,card,,,
39892,3,1786355,y,y,24,79,4466458,92,25594,3,,verbal_abuse,8543,card,,,
39893,4,1786355,y,y,27,79,4466469,98,39599,2,,verbal_abuse,8543,card,,,
39894,5,1786355,r,r,61,270,4466736,243,39599,3,,,8543,card,,,
39895,6,1786355,y,y,68,70,4466764,260,21446,0,,,8636,card,,,
39896,7,1786355,y,y,71,505,4466787,271,38393,1,,Unsportsmanlike Cond,8543,card,,,
39897,8,1786355,y,y,90,70,4466939,361,98254,6,,,8636,card,2,,
39898,1,1786356,y,y,22,70,4464471,112,154264,2,,,10167,card,,,
39899,2,1786356,y,y,53,70,4465307,267,71055,0,,,10167,card,,,
39900,3,1786356,y,y,82,70,4465786,431,34029,0,,,9875,card,,,
39901,1,1786357,y,y,44,70,4458634,174,71500,1,,,8686,card,,,
39902,2,1786357,y,y,61,70,4459022,249,264842,3,,,8686,card,,,
39903,3,1786357,y,y,64,70,4459043,269,96398,2,,,8686,card,,,
39904,4,1786357,y,y,71,70,4459077,299,154249,1,,,8564,card,,,
39905,5,1786357,,y,72,505,4459080,393,,2,,Unsportsmanlike Cond,,card,,1,
39906,6,1786357,y,y,89,70,4459154,363,39555,1,,,8564,card,,,
39907,7,1786357,y,y,90,70,4459164,375,30453,3,,,8564,card,1,,
39908,1,1786358,y,y,39,163,4462021,190,181995,1,,diving,9882,card,,,
39909,2,1786358,y,y,56,70,4462608,287,163918,1,,,9882,card,,,
39910,3,1786358,y,y,82,70,4463045,422,195190,1,,,8600,card,,,
39911,4,1786358,y,y,87,70,4463143,446,41671,1,,,9882,card,,,
39912,5,1786358,y,y,90,70,4463231,475,39643,12,,,9882,card,4,,
39913,1,1786359,y,y,62,73,4462764,414,27663,2,,serious_fouls,9880,card,,,
39914,2,1786359,y,y,90,73,4463244,588,195717,13,,serious_fouls,9880,card,3,,
39915,1,1786360,y,y,39,70,4469448,229,33640,2,,,9804,card,,,
39916,2,1786360,y,y,56,70,4469578,274,267911,1,,,9804,card,,,
39917,3,1786360,y,y,66,70,4469642,303,41655,1,,,10233,card,,,
39918,4,1786360,y,y,68,70,4469656,317,34008,1,,,9804,card,,,
39919,5,1786360,y,y,77,70,4469717,328,113318,1,,,10233,card,,,
39920,6,1786360,y,y,88,70,4469800,377,38827,1,,,9804,card,,,
39921,1,1786361,y,y,6,70,4495157,17,96646,1,,,9880,card,,,
39922,2,1786361,y,y,42,70,4495381,139,187017,1,,,9875,card,,,
39923,3,1786361,y,y,71,70,4495583,280,41536,1,,,9880,card,,,
39924,4,1786361,y,y,76,70,4495611,304,210428,2,,,9875,card,,,
39925,1,1786362,y,y,18,70,4487807,58,253088,1,,,9804,card,,,
39926,2,1786362,y,y,45,70,4488447,170,315460,9,,,9804,card,3,,
39927,3,1786362,y,y,53,70,4488722,208,34008,1,,,9804,card,,,
39928,1,1786363,y,y,66,70,4488946,274,171899,2,,,9876,card,,,
39929,2,1786363,y,y,83,70,4489186,344,41540,1,,,8534,card,,,
39930,3,1786363,y,y,90,70,4489295,384,187360,4,,,8534,card,,,
39931,1,1786364,y,y,48,70,4488679,291,301023,1,,,10233,card,,,
39932,2,1786364,y,y,54,70,4488789,591,39207,0,,,8524,card,,,
39933,3,1786364,y,y,70,70,4489047,449,49940,2,,,8524,card,,,
39934,4,1786364,y,y,86,505,4489377,590,35575,0,,Unsportsmanlike Cond,8524,card,,,
39935,1,1786365,y,y,33,70,4483081,172,25526,1,,,8636,card,,,
39936,2,1786365,y,y,35,70,4483090,176,206508,1,,,8636,card,,,
39937,3,1786365,y,y,42,70,4483129,203,30865,1,,,8636,card,,,
39938,4,1786365,y,y,52,79,4483263,256,213501,1,,verbal_abuse,9885,card,,,
39939,5,1786365,y,y,54,25,4483273,254,30474,0,,stall_time,9885,card,,,
39940,6,1786365,y,y,58,203,4483303,272,239219,1,,emergency_brake,8636,card,,,
39941,7,1786365,y,y,67,70,4483365,314,197352,2,,,8636,card,,,
39942,1,1786366,y,y,16,70,4483919,51,27702,3,,,9882,card,,,
39943,2,1786366,y,y,40,70,4484490,140,18823,1,,,9882,card,,,
39944,1,1786367,y,y,16,79,4486650,56,127460,2,,verbal_abuse,8564,card,,,
39945,2,1786367,y,y,40,70,4486758,151,34952,0,,,8564,card,,,
39946,3,1786367,y,y,45,70,4486798,183,27685,6,,,7943,card,1,,
39947,4,1786367,y2,y2,57,26,4486920,235,127460,2,,,8564,card,,,
39948,5,1786367,y,y,72,79,4486995,291,39170,2,,verbal_abuse,7943,card,,,
39949,6,1786367,y,y,72,70,4486997,294,72656,3,,,8564,card,,,
39950,7,1786367,y,y,84,78,4487101,334,161328,2,,kicked_ball_away,8564,card,,,
39951,8,1786367,y,y,86,70,4487124,342,40621,2,,,8564,card,,,
39952,9,1786367,r,r,90,270,4487199,366,280276,6,,,8564,card,5,,
39953,1,1786368,y,y,6,73,4487580,30,42651,1,,serious_fouls,8540,card,,,
39954,2,1786368,y,y,13,73,4487697,64,434778,0,,serious_fouls,8540,card,,,
39955,3,1786368,y,y,56,325,4488732,282,41769,1,,pushing,8529,card,,,
39956,4,1786368,y,y,80,73,4489134,387,71768,4,,serious_fouls,8529,card,,,
39957,5,1786368,y,y,81,505,4489147,391,39331,3,,Unsportsmanlike Cond,8529,card,,,
39958,6,1786368,y,y,81,505,4489149,392,118616,4,,Unsportsmanlike Cond,8540,card,,,
39959,1,1786369,y,y,77,203,4494937,294,154264,1,,emergency_brake,10167,card,,,
39960,2,1786369,y,y,81,70,4494966,312,41475,3,,,8535,card,,,
39961,1,1786370,y,y,24,70,4492951,93,195190,2,,,8600,card,,,
39962,2,1786370,y,y,49,70,4493042,258,179791,1,,,8600,card,,,
39963,3,1786370,y,y,80,79,4493121,398,41433,4,,verbal_abuse,8686,card,,,
39964,4,1786370,y,y,86,79,4493135,428,71500,2,,verbal_abuse,8686,card,,,
39965,5,1786370,y,y,90,70,4493145,432,155738,1,,,8686,card,,,
39966,1,1786371,y,y,42,70,4510288,135,26223,2,,,8533,card,,,
39967,1,1786372,y,y,15,73,4510012,39,41376,3,,serious_fouls,9880,card,,,
39968,2,1786372,y,y,39,70,4510262,105,24484,2,,,9880,card,,,
39969,3,1786372,y,y,67,70,4511234,264,42420,0,,,9880,card,,,
39970,1,1786373,y,y,38,73,4510227,179,42651,1,,serious_fouls,8540,card,,,
39971,2,1786373,y,y,39,79,4510246,185,38458,2,,verbal_abuse,8535,card,,,
39972,3,1786373,y,y,65,203,4511219,301,24536,1,,emergency_brake,8535,card,,,
39973,4,1786373,y,y,90,70,4511969,419,210932,4,,,8535,card,1,,
39974,5,1786373,y2,y2,90,198,4512008,439,210932,11,,emergency_brake,8535,card,4,,
39975,6,1786373,y,y,90,176,4512026,451,176186,18,,violence,8535,card,6,,
39976,7,1786373,y,y,90,176,4512029,452,279392,19,,violence,8540,card,6,,
39977,1,1786374,y,y,41,70,4510305,187,41332,1,,,9876,card,,,
39978,2,1786374,y,y,51,70,4510693,229,39440,3,,,9876,card,,,
39979,3,1786374,y,y,90,70,4511953,387,71055,1,,,10167,card,,,
39980,1,1786375,y,y,39,70,4507179,185,21446,3,,,8636,card,,,
39981,2,1786375,y,y,44,505,4507281,207,72518,0,,Unsportsmanlike Cond,10233,card,,,
39982,3,1786375,y,y,44,505,4507284,205,206508,1,,Unsportsmanlike Cond,8636,card,,,
39983,4,1786375,y,y,63,70,4507858,285,41655,1,,,10233,card,,,
39984,5,1786375,y,y,64,70,4507903,300,130155,2,,,8636,card,,,
39985,6,1786375,y,y,89,70,4508424,408,197352,1,,,8636,card,,,
39986,7,1786375,y,y,90,70,4508486,430,113318,2,,,10233,card,1,,
39987,1,1786376,y,y,49,70,4505183,238,111862,2,,,9885,card,,,
39988,2,1786376,y,y,83,643,4505709,391,187017,3,,advantage,9875,card,,,
39989,3,1786376,r,r,90,67,4505863,423,114769,8,,violence,9875,card,2,,
39990,4,1786376,y,y,90,505,4515908,428,213501,8,,Unsportsmanlike Cond,9885,card,2,,
39991,1,1786377,y,y,9,70,4517536,45,30714,1,,,8686,card,,,
39992,2,1786377,y,y,22,70,4517681,94,66890,3,,,8543,card,,,
39993,3,1786377,y,y,32,70,4517770,132,18945,1,,,8543,card,,,
39994,4,1786377,y,y,36,70,4517807,161,38393,1,,,8543,card,,,
39995,5,1786377,y,y,52,79,4518156,235,71500,0,,verbal_abuse,8686,card,,,
39996,6,1786377,y,y,62,70,4518286,275,30638,1,,,8543,card,,,
39997,7,1786377,y,y,74,508,4518451,327,245572,0,,Removing Shirt,8686,card,,,
39998,8,1786377,y,y,87,203,4518592,388,264842,1,,emergency_brake,8686,card,,,
39999,1,1786378,y,y,41,70,4509320,187,41688,2,,,8534,card,,,
40000,2,1786378,y,y,45,70,4509353,465,213366,7,,,9882,card,3,,
40001,3,1786378,y,y,47,70,4509422,264,196484,1,,,9882,card,,,
40002,4,1786378,y,y,90,505,4509700,450,362195,9,,Unsportsmanlike Cond,9882,card,5,,
40003,5,1786378,y,y,90,505,4509701,451,30284,10,,Unsportsmanlike Cond,8534,card,6,,
40004,6,1786378,y,y,90,70,4509710,459,206322,14,,,8534,card,6,,
40005,1,1786379,y,y,45,70,4510323,176,364520,10,,,7943,card,2,,
40006,2,1786379,y,y,51,70,4510766,217,39450,1,,,8600,card,,,
40007,3,1786379,y,y,55,70,4510879,237,267863,0,,,8600,card,,,
40008,4,1786379,y2,y2,80,26,4511694,377,267863,1,,,8600,card,,,
40009,1,1786380,y,y,12,70,4514280,28,72656,0,,,8564,card,,,
40010,2,1786380,y,y,40,70,4514331,125,41816,1,,,9804,card,,,
40011,3,1786380,r,r,43,65,4514335,138,30906,2,,emergency_brake,8564,card,,,
40012,4,1786380,y,y,45,70,4514341,152,57124,3,,,8564,card,1,,
40013,5,1786380,r,r,57,270,4514371,205,24791,1,,,9804,card,,,
40014,6,1786380,y,y,58,508,4514373,211,24549,0,,Removing Shirt,8564,card,,,
40015,7,1786380,y,y,51,70,4514374,214,34008,1,,,9804,card,,,
40016,8,1786380,y,y,78,70,4514418,293,199291,1,,,8564,card,,,
40017,1,1786381,y,y,55,70,4533351,272,265924,1,,,9880,card,,,
40018,2,1786381,y,y,60,70,4533454,338,96646,4,,,9880,card,,,
40019,1,1786382,y,y,25,70,4532829,119,39304,0,,,8533,card,,,
40020,2,1786382,y,y,32,70,4532917,137,161661,0,,,8533,card,,,
40021,3,1786382,y,y,50,70,4533266,235,414245,1,,,8535,card,,,
40022,4,1786382,y2,y2,69,26,4533610,319,161661,3,,,8533,card,,,
40023,5,1786382,y,y,86,70,4533846,372,141699,0,,,8535,card,,,
40024,1,1786383,y,y,63,70,4533499,349,365624,1,,,8534,card,,,
40025,2,1786383,y,y,67,70,4533562,364,41688,2,,,8534,card,,,
40026,3,1786383,y,y,84,70,4533811,469,21446,1,,,8636,card,,,
40027,4,1786383,y,y,90,79,4535077,530,282731,11,,verbal_abuse,8534,card,4,,
40028,1,1786384,y,y,7,70,4532591,40,113318,1,,,10233,card,,,
40029,2,1786384,y,y,27,79,4532870,124,154239,0,,verbal_abuse,10233,card,,,
40030,3,1786384,y,y,64,70,4533513,304,52243,3,,,10233,card,,,
40031,4,1786384,y,y,64,79,4533525,312,74034,4,,verbal_abuse,7943,card,,,
40032,5,1786384,y,y,67,70,4533561,324,231176,2,,,10233,card,,,
40033,6,1786384,r,r,73,270,4533657,357,301023,1,,,10233,card,,,
40034,7,1786384,y,y,83,505,4533799,394,195199,0,,Unsportsmanlike Cond,7943,card,,,
40035,8,1786384,y,y,88,70,4533891,414,27657,1,,,7943,card,,,
40036,1,1786385,y,y,31,70,4526116,112,38817,1,,,9885,card,,,
40037,2,1786385,y,y,37,70,4526166,149,110378,3,,,9876,card,,,
40038,3,1786385,y,y,65,70,4526459,310,42491,3,,,9876,card,,,
40039,4,1786385,y,y,88,70,4526651,407,30740,2,,,9876,card,,,
40040,5,1786385,r,r,90,270,4526706,443,39232,12,,,9885,card,2,,
40041,1,1786387,y,y,58,77,4527289,230,41879,1,,shirt_pull,8524,card,,,
40042,2,1786387,y,y,60,505,4527295,237,27671,2,,Unsportsmanlike Cond,8524,card,,,
40043,3,1786387,y,y,89,70,4527463,365,182836,2,,,8524,card,,,
40044,1,1786388,y,y,56,70,4533220,214,103266,3,,,8686,card,,,
40045,2,1786388,y,y,68,70,4533429,283,108401,4,,,8540,card,,,
40046,3,1786388,y,y,77,79,4533584,325,41874,0,,verbal_abuse,8540,card,,,
40047,4,1786388,y,y,78,70,4533606,330,309726,1,,,8540,card,,,
40048,5,1786388,y,y,90,70,4533780,390,245572,5,,,8686,card,1,,
40049,1,1786389,y,y,78,505,4533723,299,50449,1,,Unsportsmanlike Cond,10167,card,,,
40050,1,1786390,y,y,16,70,4532012,431,279873,1,,,8600,card,,,
40051,2,1786390,y,y,28,70,4532061,118,19249,1,,,8600,card,,,
40052,3,1786390,y,y,54,70,4532243,265,401095,1,,,8600,card,,,
40053,4,1786390,y,y,62,70,4532268,282,422685,1,,,8600,card,,,
40054,5,1786390,y,y,90,70,4532397,405,210704,1,,,8529,card,,,
40055,1,1786002,y,y,28,70,3770628,278,210704,1,,,8529,card,,,
40056,2,1786002,y,y,33,70,3770835,284,41816,2,,,9804,card,,,
40057,3,1786002,y,y,40,70,3771099,296,74009,1,,,8529,card,,,
40058,4,1786002,y,y,87,70,3772876,341,362113,1,,,9804,card,,,
40059,1,1786003,y,y,20,70,3765144,264,24970,1,,,8564,card,,,
40060,2,1786003,y,y,36,73,3765443,282,30905,1,,serious_fouls,8564,card,,,
40061,3,1786003,y,y,42,70,3765564,290,206322,4,,,8534,card,,,
40062,4,1786003,y,y,50,70,3765956,305,288613,3,,,8564,card,,,
40063,5,1786003,y,y,85,643,3766249,342,41688,2,,advantage,8534,card,,,
40064,6,1786003,y2,y2,86,26,3766255,343,41688,1,,,8534,card,,,
40065,1,1786004,y,y,24,643,3770497,254,178120,2,,advantage,7943,card,,,
40066,2,1786004,y,y,29,79,3770712,257,41542,1,,verbal_abuse,7943,card,,,
40067,3,1786004,y,y,29,79,3770717,258,38458,2,,verbal_abuse,8535,card,,,
40068,4,1786004,y,y,90,70,3773002,335,414245,6,,,8535,card,2,,
40069,1,1786005,y,y,25,70,3770575,266,161015,1,,,10233,card,,,
40070,2,1786005,y,y,45,79,3771388,299,110378,1,,verbal_abuse,9876,card,1,,
40071,3,1786005,y,y,55,70,3772072,313,244966,0,,,10233,card,,,
40072,4,1786005,y,y,55,70,3772102,315,30740,2,,,9876,card,,,
40073,1,1786006,y,y,28,70,3770633,296,49940,1,,,8524,card,,,
40074,2,1786006,y,y,29,70,3770667,297,94326,2,,,8524,card,,,
40075,3,1786006,y,y,74,70,3772502,369,239219,1,,,8636,card,,,
40076,4,1786006,y,y,89,70,3772890,385,198583,1,,,8524,card,,,
40077,1,1786007,y,y,17,70,3770188,200,42420,5,,,9880,card,,,
40078,2,1786007,y,y,31,70,3770733,211,41536,4,,,9880,card,,,
40079,3,1786007,y,y,51,70,3771852,229,41478,1,,,9880,card,,,
40080,1,1786008,y,y,15,73,3774521,240,184132,3,,serious_fouls,8543,card,,,
40081,2,1786008,y,y,45,73,3774751,268,39450,7,,serious_fouls,8600,card,1,,
40082,3,1786008,y,y,45,79,3774774,273,11685,14,,verbal_abuse,8543,card,4,,
40083,4,1786008,y,y,88,505,3775121,325,66890,0,,Unsportsmanlike Cond,8543,card,,,
40084,1,1786009,y,y,31,70,3770793,213,210428,1,,,9875,card,,,
40085,2,1786009,y,y,33,70,3770869,217,92532,0,,,8540,card,,,
40086,3,1786009,y,y,66,505,3772281,254,185432,2,,Unsportsmanlike Cond,8540,card,,,
40087,4,1786009,y,y,73,70,3772494,262,34654,3,,,8540,card,,,
40088,5,1786009,y,y,90,70,3773052,284,41874,22,,,8540,card,6,,
40089,1,1786010,y,y,38,70,3771017,252,213366,2,,,10167,card,,,
40090,2,1786010,y,y,42,70,3771160,254,30714,1,,,8686,card,,,
40091,3,1786010,y,y,49,70,3771821,265,71500,22,,,8686,card,,,
40092,4,1786010,y,y,69,643,3772300,280,161683,1,,advantage,8686,card,,,
40093,5,1786010,y,y,72,70,3772365,284,41694,1,,,10167,card,,,
40094,6,1786010,y,y,88,79,3772866,305,35644,5,,verbal_abuse,10167,card,,,
40095,1,1786011,y,y,3,70,3769898,231,300683,3,,,9882,card,,,
40096,2,1786011,y,y,38,70,3771048,271,15732,2,,,8533,card,,,
40097,3,1786011,y,y,69,70,3772319,313,45413,2,,,8533,card,,,
40098,4,1786011,y,y,86,70,3772765,336,39487,1,,,8533,card,,,
40099,1,1786012,y,y,20,70,3785463,232,94326,2,,,8524,card,,,
40100,2,1786012,y,y,30,70,3785613,240,41890,1,,,9885,card,,,
40101,3,1786012,y,y,58,70,3786103,272,41884,2,,,9885,card,,,
40102,4,1786012,y,y,73,505,3786215,280,299393,2,,Unsportsmanlike Cond,8524,card,,,
40103,5,1786012,y,y,75,70,3786225,282,32569,1,,,9885,card,,,
40104,1,1786013,y,y,17,70,3788610,211,41754,3,,,9880,card,,,
40105,2,1786013,y,y,22,70,3788696,220,42420,1,,,9880,card,,,
40106,3,1786013,y,y,44,70,3789075,246,127460,3,,,8564,card,,,
40107,4,1786013,y,y,57,70,3789407,256,41735,1,,,9880,card,,,
40108,5,1786013,y,y,69,70,3789527,265,30598,1,,,8564,card,,,
40109,6,1786013,r,r,73,270,3789579,269,24970,4,,,8564,card,,,
40110,7,1786013,y,y,90,70,3789803,287,41376,7,,,9880,card,2,,
40111,1,1786014,y,y,45,643,3789133,278,15732,3,,advantage,8533,card,1,,
40112,2,1786014,y,y,74,203,3789581,314,293160,1,,emergency_brake,8534,card,,,
40113,3,1786014,y,y,86,73,3789738,330,39487,1,,serious_fouls,8533,card,,,
40114,4,1786014,y,y,90,203,3789795,336,239350,4,,emergency_brake,8533,card,1,,
40115,1,1786015,y,y,38,70,3792317,252,18823,1,,,9882,card,,,
40116,2,1786015,y,y,49,70,3792468,268,30928,1,,,10233,card,,,
40117,3,1786015,y,y,50,203,3792470,272,39295,1,,emergency_brake,9882,card,,,
40118,4,1786015,y,y,53,70,3792476,274,35575,2,,,10233,card,,,
40119,5,1786015,y,y,77,505,3792607,281,27696,2,,Unsportsmanlike Cond,9882,card,,,
40120,6,1786015,y,y,79,70,3792617,318,244966,1,,,10233,card,,,
40121,7,1786015,y,y,80,70,3792627,308,163919,1,,,9882,card,,,
40122,1,1786016,y,y,25,70,3788725,244,98254,1,,,8636,card,,,
40123,2,1786016,y2,y2,28,26,3788766,241,98254,0,,,8636,card,,,
40124,3,1786016,y,y,45,79,3789097,282,74009,1,,verbal_abuse,8529,card,,,
40125,4,1786016,,y,45,70,3789150,109,,9,,,,card,,1,
40126,5,1786016,y,y,82,70,3789693,345,41199,0,,,8636,card,,,
40127,6,1786016,y,y,82,70,3789694,304,41769,1,,,8529,card,,,
40128,7,1786016,y,y,45,79,3792009,348,79253,2,,verbal_abuse,8529,card,,,
40129,1,1786017,y,y,20,70,3794587,259,73999,2,,,8543,card,,,
40130,2,1786017,y,y,42,70,3794724,305,92532,3,,,8540,card,,,
40131,3,1786017,y,y,64,70,3794913,337,25594,4,,,8543,card,,,
40132,4,1786017,y,y,65,70,3794925,316,26171,3,,,8543,card,,,
40133,5,1786017,y,y,79,505,3795004,353,39599,1,,Unsportsmanlike Cond,8543,card,,,
40134,6,1786017,y,y,90,79,3795075,334,270774,7,,verbal_abuse,8540,card,2,,
40135,1,1786018,y,y,38,70,3783660,250,34633,4,,,9876,card,,,
40136,2,1786018,y,y,45,70,3783768,252,161683,1,,,8686,card,,,
40137,1,1786019,y,y,23,73,3787686,244,39376,1,,serious_fouls,7943,card,,,
40138,2,1786019,y,y,52,70,3787859,274,199833,0,,,7943,card,,,
40139,3,1786019,y,y,52,70,3787861,277,56585,1,,,9875,card,,,
40140,4,1786019,y,y,56,79,3787878,283,166595,0,,verbal_abuse,7943,card,,,
40141,5,1786019,y,y,75,70,3787958,297,96532,0,,,7943,card,,,
40142,6,1786019,y,y,78,70,3787982,302,282775,1,,,9875,card,,,
40143,1,1786020,y,y,18,70,3788636,250,34008,2,,,9804,card,,,
40144,2,1786020,y,y,19,129,3788658,252,184629,1,,hands,8535,card,,,
40145,3,1786020,y,y,50,70,3789303,286,239981,1,,,9804,card,,,
40146,4,1786020,y,y,56,163,3789385,290,147951,4,,diving,8535,card,,,
40147,5,1786020,y,y,77,129,3789624,312,2805,3,,hands,9804,card,,,
40148,1,1786021,y,y,23,70,3793832,248,213366,4,,,10167,card,,,
40149,2,1786021,y,y,38,70,3793936,263,39450,1,,,8600,card,,,
40150,3,1786021,y,y,45,70,3794053,277,275034,11,,,8600,card,4,,
40151,4,1786021,y2,y2,77,177,3794289,306,213366,1,,serious_fouls,10167,card,,,
40152,1,1786022,y,y,11,70,3814980,289,270774,5,,,8540,card,,,
40153,2,1786022,y,y,17,70,3815012,296,282473,1,,,8540,card,,,
40154,3,1786022,y,y,37,70,3815146,326,40656,2,,,8540,card,,,
40155,4,1786022,y,y,70,70,3815641,366,41874,1,,,8540,card,,,
